"","Year","Country","GearCode","Tonnage","MainSpecies","Divcode","Code","Effort","Catches","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","DateCreated","catchsum"
"87821",1999,27,"Danish seine",3,"white hake",46,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,"21/3/2001 0:00:00",2
"87822",1999,27,"Danish seine",3,"white hake",46,1,1,0,0,0,0,0,0,0,0,0,0,8,8,0,"21/3/2001 0:00:00",16
"87823",1999,27,"Midwater trawl (stern)",5,"15",46,199,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"21/3/2001 0:00:00",1
"87824",1999,27,"Midwater trawl (stern)",5,"15",46,132,1,0,0,0,0,0,3,0,0,0,0,0,0,0,"21/3/2001 0:00:00",3
"87825",1999,27,"Midwater trawl (stern)",5,"15",46,103,1,0,0,0,0,0,42,0,0,0,0,0,0,0,"21/3/2001 0:00:00",42
"87826",1999,27,"Midwater trawl (stern)",5,"15",46,3,1,0,0,0,0,0,9,0,0,0,0,0,0,0,"21/3/2001 0:00:00",9
"87827",1999,27,"Midwater trawl (stern)",5,"15",46,2,1,0,0,0,0,0,8,0,0,0,0,0,0,0,"21/3/2001 0:00:00",8
"87828",1999,27,"Danish seine",3,"white hake",46,116,9,0,0,0,0,0,0,0,0,0,0,0,2,0,"21/3/2001 0:00:00",2
"87830",1999,27,"Set lines (bottom)",2,"51",46,186,1,0,0,4,6,3,1,3,5,4,3,0,0,0,"21/3/2001 0:00:00",29
"87837",1999,27,"Purse seine",3,"31",46,202,1,0,0,0,0,0,306,2260,0,0,0,0,0,0,"21/3/2001 0:00:00",2566
"87844",1999,27,"Purse seine",4,"31",46,202,9,0,0,0,0,0,332,936,0,0,0,0,109,0,"21/3/2001 0:00:00",1377
"87845",1999,27,"Purse seine",4,"31",46,202,1,0,0,0,0,0,1059,3471,0,0,0,0,1126,0,"21/3/2001 0:00:00",5656
"87846",1999,27,"Purse seine",4,"31",46,3,1,0,0,0,0,0,16,32,0,0,0,0,15,0,"21/3/2001 0:00:00",63
"87849",1999,27,"bottom otter trawl",4,"yellowtail flounder",46,105,1,0,0,0,0,0,3,0,0,0,0,0,0,0,"21/3/2001 0:00:00",3
"87850",1999,27,"bottom otter trawl",4,"yellowtail flounder",46,104,1,0,42,42,0,0,164,22,0,0,166,93,0,90,"21/3/2001 0:00:00",619
"87851",1999,27,"bottom otter trawl",4,"yellowtail flounder",46,3,1,0,4,5,0,0,18,2,0,0,18,11,0,9,"21/3/2001 0:00:00",67
"87852",1999,27,"bottom otter trawl",4,"yellowtail flounder",46,2,1,0,3,5,0,0,18,2,0,0,16,10,0,9,"21/3/2001 0:00:00",63
"87853",1999,27,"bottom otter trawl",4,"yellowtail flounder",46,1,1,0,40,48,0,0,226,29,0,0,179,136,0,114,"21/3/2001 0:00:00",772
"87854",1999,27,"bottom otter trawl",4,"yellowtail flounder",46,106,9,0,0,0,0,2,0,0,0,0,0,0,0,0,"21/3/2001 0:00:00",2
"87855",1999,27,"bottom otter trawl",4,"yellowtail flounder",46,103,9,0,0,0,0,5,0,0,0,0,0,0,0,0,"21/3/2001 0:00:00",5
"87856",1999,27,"Midwater trawl (stern)",5,"15",46,1,1,0,0,0,0,0,116,0,0,0,0,0,0,0,"21/3/2001 0:00:00",116
"87858",1999,27,"bottom otter trawl",4,"yellowtail flounder",46,104,9,0,0,0,0,0,9,0,0,0,0,0,0,0,"21/3/2001 0:00:00",9
"87861",1999,27,"bottom otter trawl",3,"yellowtail flounder",46,120,1,0,0,0,2,0,0,0,0,0,0,0,0,0,"21/3/2001 0:00:00",2
"87862",1999,27,"bottom otter trawl",3,"yellowtail flounder",46,3,1,0,0,0,4,0,0,0,0,0,0,0,0,0,"21/3/2001 0:00:00",4
"87863",1999,27,"bottom otter trawl",3,"yellowtail flounder",46,2,1,0,0,0,4,0,0,0,0,0,0,0,0,0,"21/3/2001 0:00:00",4
"87864",1999,27,"bottom otter trawl",3,"yellowtail flounder",46,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,"21/3/2001 0:00:00",4
"87867",1999,27,"bottom otter trawl",5,"yellowtail flounder",46,103,1,0,0,0,1,0,19,7,0,0,0,0,0,0,"21/3/2001 0:00:00",27
"87875",1999,27,"bottom otter trawl",4,"yellowtail flounder",46,202,1,0,0,0,0,0,2,0,0,0,1,1,0,0,"21/3/2001 0:00:00",4
"87876",1999,27,"bottom otter trawl",5,"yellowtail flounder",46,132,1,0,0,0,0,0,4,1,0,0,0,0,0,0,"21/3/2001 0:00:00",5
"87877",1999,27,"bottom otter trawl",4,"yellowtail flounder",46,302,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"21/3/2001 0:00:00",1
"87878",1999,27,"bottom otter trawl",5,"yellowtail flounder",46,3,1,0,0,0,1,0,6,3,0,0,0,0,0,0,"21/3/2001 0:00:00",10
"87879",1999,27,"bottom otter trawl",5,"yellowtail flounder",46,2,1,0,0,0,1,0,5,2,0,0,0,0,0,0,"21/3/2001 0:00:00",8
"87880",1999,27,"bottom otter trawl",5,"yellowtail flounder",46,1,1,0,0,0,6,0,73,32,0,0,0,0,0,0,"21/3/2001 0:00:00",111
"87887",1999,27,"Set lines (bottom)",1,"51",46,144,9,0,0,0,0,0,0,0,1,2,4,0,0,0,"21/3/2001 0:00:00",7
"87896",1999,27,"Set lines (bottom)",1,"51",46,186,9,0,0,0,0,0,0,0,11,22,20,0,0,0,"21/3/2001 0:00:00",53
"87897",1999,27,"Set lines (bottom)",2,"51",46,1,1,0,0,0,0,0,0,2,4,0,12,0,0,0,"21/3/2001 0:00:00",18
"87898",1999,27,"Set lines (bottom)",1,"51",46,120,9,0,0,0,0,0,0,0,0,1,0,0,0,0,"21/3/2001 0:00:00",1
"87899",1999,27,"Set lines (bottom)",1,"51",46,106,9,0,0,0,0,0,0,0,1,2,2,0,0,0,"21/3/2001 0:00:00",5
"87900",1999,27,"Set lines (bottom)",1,"51",46,102,9,0,0,0,0,0,0,0,0,1,2,0,0,0,"21/3/2001 0:00:00",3
"87901",1999,27,"Set lines (bottom)",1,"51",46,101,9,0,0,0,0,0,0,0,1,3,4,0,0,0,"21/3/2001 0:00:00",8
"87902",1999,27,"Set lines (bottom)",1,"51",46,452,9,0,0,0,0,3,11,5,1,0,0,0,0,0,"21/3/2001 0:00:00",20
"87903",1999,27,"Set lines (bottom)",1,"51",46,188,9,0,0,0,0,0,0,1,1,1,0,0,0,0,"21/3/2001 0:00:00",3
"87904",1999,27,"Set lines (bottom)",1,"51",46,186,9,0,0,1,2,1,4,10,5,13,3,0,0,0,"21/3/2001 0:00:00",39
"87908",1999,27,"Set lines (bottom)",2,"51",46,120,1,0,0,6,15,11,4,5,6,14,1,0,0,0,"21/3/2001 0:00:00",62
"87909",1999,27,"Set lines (bottom)",2,"51",46,118,1,0,0,1,0,0,0,0,0,2,0,0,0,0,"21/3/2001 0:00:00",3
"87910",1999,27,"Set lines (bottom)",2,"51",46,106,1,0,0,0,0,1,1,1,0,0,0,0,0,0,"21/3/2001 0:00:00",3
"87911",1999,27,"Set lines (bottom)",2,"51",46,102,1,0,0,0,0,2,1,0,0,0,1,0,0,0,"21/3/2001 0:00:00",4
"87912",1999,27,"Set lines (bottom)",2,"51",46,101,1,0,0,0,0,2,1,2,1,0,0,0,0,0,"21/3/2001 0:00:00",6
"87913",1999,27,"Set lines (bottom)",2,"51",46,3,1,0,0,32,69,65,23,38,54,56,11,0,0,0,"21/3/2001 0:00:00",348
"87915",1999,27,"Set lines (bottom)",2,"51",46,1,1,0,0,146,503,483,163,203,171,321,119,0,0,0,"21/3/2001 0:00:00",2109
"87916",1999,27,"Set lines (bottom)",1,"51",46,120,9,0,0,2,2,2,4,15,15,11,3,0,0,0,"21/3/2001 0:00:00",54
"87920",1999,27,"Set lines (bottom)",2,"51",46,101,9,0,0,0,0,0,0,0,0,0,1,0,0,0,"21/3/2001 0:00:00",1
"87921",1999,27,"Set lines (bottom)",2,"51",46,101,1,0,0,0,0,0,0,0,1,0,1,0,0,0,"21/3/2001 0:00:00",2
"87922",1999,27,"Set lines (bottom)",2,"51",46,3,1,0,0,0,0,0,0,1,5,0,2,0,0,0,"21/3/2001 0:00:00",8
"87923",1999,27,"Set lines (bottom)",2,"51",46,2,1,0,0,0,0,0,0,1,3,0,2,0,0,0,"21/3/2001 0:00:00",6
"87924",1999,27,"Set lines (bottom)",2,"51",46,2,1,0,0,20,46,41,13,26,39,30,9,0,0,0,"21/3/2001 0:00:00",224
"87926",1999,27,"Set gillnets",3,"41",46,452,1,0,0,0,0,11,27,2,0,0,0,0,0,0,"21/3/2001 0:00:00",40
"87927",1999,27,"Set gillnets",3,"41",46,186,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"21/3/2001 0:00:00",1
"87928",1999,27,"Set gillnets",3,"41",46,132,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"21/3/2001 0:00:00",1
"87929",1999,27,"Set gillnets",3,"41",46,106,1,0,0,0,0,0,0,2,1,0,0,0,0,0,"21/3/2001 0:00:00",3
"87930",1999,27,"Set gillnets",3,"41",46,3,1,0,0,0,0,2,14,12,6,0,0,0,0,0,"21/3/2001 0:00:00",34
"87931",1999,27,"Set gillnets",3,"41",46,2,1,0,0,0,0,2,11,12,6,0,0,0,0,0,"21/3/2001 0:00:00",31
"87932",1999,27,"Set gillnets",2,"41",46,452,1,0,0,0,0,0,5,0,0,0,0,0,0,0,"21/3/2001 0:00:00",5
"87933",1999,27,"Set lines (bottom)",1,"51",46,144,9,0,0,1,2,2,3,7,10,11,1,0,0,0,"21/3/2001 0:00:00",37
"87934",1999,27,"Set gillnets",2,"41",46,2,1,0,0,0,0,0,4,0,0,0,0,0,0,0,"21/3/2001 0:00:00",4
"87935",1999,27,"Drift gillnets",2,"42",46,3,1,0,0,0,0,0,0,0,0,0,14,57,0,0,"21/3/2001 0:00:00",71
"87939",1999,27,"Set gillnets",2,"41",46,204,1,0,0,0,0,0,2,0,0,0,0,0,0,0,"21/3/2001 0:00:00",2
"87940",1999,27,"Set gillnets",2,"41",46,202,1,0,0,0,0,0,5,0,0,0,0,0,0,0,"21/3/2001 0:00:00",5
"87941",1999,27,"Set gillnets",2,"41",46,3,1,0,0,0,0,0,5,1,0,0,0,0,0,0,"21/3/2001 0:00:00",6
"87942",1999,27,"Set gillnets",2,"41",46,2,1,0,0,0,0,0,5,1,0,0,0,0,0,0,"21/3/2001 0:00:00",6
"87943",1999,27,"Set gillnets",2,"41",46,3,1,0,0,0,0,0,6,0,0,0,0,0,0,0,"21/3/2001 0:00:00",6
"87944",1999,27,"Set lines (bottom)",1,"51",46,186,9,0,0,0,0,0,0,0,2,0,0,0,0,0,"21/3/2001 0:00:00",2
"87946",1999,27,"Set lines (bottom)",1,"51",46,118,9,0,0,0,0,0,0,2,2,2,1,0,0,0,"21/3/2001 0:00:00",7
"87947",1999,27,"Set lines (bottom)",1,"51",46,106,9,0,0,0,0,1,0,2,2,0,0,0,0,0,"21/3/2001 0:00:00",5
"87948",1999,27,"Set lines (bottom)",1,"51",46,103,9,0,0,0,0,0,0,0,0,1,0,0,0,0,"21/3/2001 0:00:00",1
"87949",1999,27,"Set lines (bottom)",1,"51",46,102,9,0,0,0,0,2,1,3,2,1,0,0,0,0,"21/3/2001 0:00:00",9
"87950",1999,27,"Set lines (bottom)",1,"51",46,101,9,0,0,0,0,2,2,4,6,6,2,0,0,0,"21/3/2001 0:00:00",22
"87951",1999,27,"Set lines (bottom)",1,"51",46,102,9,0,0,0,0,0,0,0,0,7,0,0,0,0,"21/3/2001 0:00:00",7
"87952",1999,27,"Drift gillnets",1,"42",46,202,9,0,0,0,0,0,0,0,0,0,380,735,0,0,"21/3/2001 0:00:00",1115
"87953",1999,27,"Set lines (bottom)",1,"51",46,188,9,0,0,0,0,0,0,0,0,0,1,0,0,0,"21/3/2001 0:00:00",1
"87954",1999,27,"Drift gillnets",2,"42",46,2,1,0,0,0,0,0,0,0,0,0,14,57,0,0,"21/3/2001 0:00:00",71
"87955",1999,27,"Set lines (bottom)",1,"51",46,144,9,0,0,0,0,0,0,0,1,2,3,0,0,0,"21/3/2001 0:00:00",6
"87956",1999,27,"Set lines (bottom)",1,"51",46,120,9,0,0,0,0,0,0,0,0,1,0,0,0,0,"21/3/2001 0:00:00",1
"87957",1999,27,"Set lines (bottom)",1,"51",46,106,9,0,0,0,0,0,0,0,4,2,2,0,0,0,"21/3/2001 0:00:00",8
"87958",1999,27,"Set lines (bottom)",1,"51",46,103,9,0,0,0,0,0,0,0,0,0,1,0,0,0,"21/3/2001 0:00:00",1
"87959",1999,27,"Set lines (bottom)",1,"51",46,102,9,0,0,0,0,0,0,0,1,3,1,0,0,0,"21/3/2001 0:00:00",5
"87960",1999,27,"Set lines (bottom)",1,"51",46,101,9,0,0,0,0,0,0,4,8,12,14,0,0,0,"21/3/2001 0:00:00",38
"87961",1999,27,"Drift gillnets",2,"42",46,202,1,0,0,0,0,0,0,0,0,0,89,432,0,0,"21/3/2001 0:00:00",521
"87962",1999,27,"Set lines (bottom)",1,"51",46,132,9,0,0,1,1,1,2,2,2,2,1,0,0,0,"21/3/2001 0:00:00",12
"87963",1999,27,"Set lines (bottom)",1,"51",46,101,9,0,0,0,0,0,0,0,0,1,0,0,0,0,"21/3/2001 0:00:00",1
"87964",1999,27,"Set lines (bottom)",3,"51",45,144,9,0,0,0,0,0,0,0,0,0,0,0,1,0,"21/3/2001 0:00:00",1
"87973",1999,27,"Set lines (bottom)",3,"51",45,186,9,0,1,0,0,3,0,0,0,0,0,0,5,4,"21/3/2001 0:00:00",13
"87975",1999,27,"Set lines (bottom)",3,"51",45,120,9,0,10,4,2,2,0,0,0,0,0,0,4,3,"21/3/2001 0:00:00",25
"87976",1999,27,"Set lines (bottom)",3,"51",45,102,9,0,0,0,0,0,0,0,0,0,0,0,0,1,"21/3/2001 0:00:00",1
"87977",1999,27,"Set lines (bottom)",3,"51",45,101,9,0,3,0,0,4,0,0,0,0,0,0,4,4,"21/3/2001 0:00:00",15
"87978",1999,27,"Set lines (bottom)",3,"51",45,186,1,0,2,0,0,4,0,0,0,0,0,0,3,0,"21/3/2001 0:00:00",9
"87979",1999,27,"Set lines (bottom)",3,"51",45,120,1,0,9,0,2,4,0,0,0,0,0,0,2,0,"21/3/2001 0:00:00",17
"87980",1999,27,"Set lines (bottom)",3,"51",45,102,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"21/3/2001 0:00:00",1
"87981",1999,27,"Set lines (bottom)",3,"51",45,101,1,0,1,0,0,3,0,0,0,0,0,0,2,0,"21/3/2001 0:00:00",6
"87983",1999,27,"Set lines (bottom)",4,"51",45,186,1,0,0,0,0,0,0,0,0,0,0,0,0,5,"21/3/2001 0:00:00",5
"87984",1999,27,"Set lines (bottom)",4,"51",45,120,9,0,1,2,0,0,0,0,0,0,2,0,0,0,"21/3/2001 0:00:00",5
"87985",1999,27,"Set lines (bottom)",4,"51",45,101,9,0,0,1,0,0,0,0,0,0,0,0,0,0,"21/3/2001 0:00:00",1
"87986",1999,27,"Set lines (bottom)",4,"51",45,186,1,0,1,1,0,0,0,0,0,0,0,0,1,0,"21/3/2001 0:00:00",3
"87987",1999,27,"Set lines (bottom)",4,"51",45,144,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"21/3/2001 0:00:00",1
"87988",1999,27,"Set lines (bottom)",4,"51",45,120,1,0,10,3,2,0,0,0,0,0,0,0,0,1,"21/3/2001 0:00:00",16
"87989",1999,27,"Set lines (bottom)",4,"51",45,101,1,0,2,0,0,0,0,0,0,0,0,0,0,1,"21/3/2001 0:00:00",3
"87990",1999,27,"Set lines (bottom)",4,"51",45,3,1,0,19,6,6,0,0,0,0,0,0,3,3,3,"21/3/2001 0:00:00",40
"87992",1999,27,"Set lines (bottom)",4,"51",45,1,1,0,77,20,27,0,0,0,0,0,0,20,14,19,"21/3/2001 0:00:00",177
"87993",1999,27,"Set lines (bottom)",3,"51",45,1,1,0,105,0,36,101,0,0,0,0,0,0,30,0,"21/3/2001 0:00:00",272
"87994",1999,27,"Set lines (bottom)",4,"51",45,120,1,0,0,0,0,0,0,0,0,0,0,0,0,2,"21/3/2001 0:00:00",2
"87995",1999,27,"Set lines (bottom)",4,"51",45,101,1,0,0,0,0,0,0,0,0,0,0,0,7,12,"21/3/2001 0:00:00",19
"87996",1999,27,"Set lines (bottom)",4,"51",45,3,1,0,0,0,0,0,0,0,0,0,0,0,1,4,"21/3/2001 0:00:00",5
"87997",1999,27,"Set lines (bottom)",4,"51",45,2,1,0,0,0,0,0,0,0,0,0,0,0,1,3,"21/3/2001 0:00:00",4
"87998",1999,27,"Set lines (bottom)",4,"51",45,1,1,0,0,0,0,0,0,0,0,0,0,0,6,12,"21/3/2001 0:00:00",18
"88001",1999,27,"Set lines (bottom)",4,"51",45,2,1,0,14,6,5,0,0,0,0,0,0,3,2,3,"21/3/2001 0:00:00",33
"88002",1999,27,"Set lines (bottom)",2,"51",45,3,1,0,0,2,2,20,95,46,2,0,0,0,0,0,"21/3/2001 0:00:00",167
"88003",1999,27,"Set lines (bottom)",2,"51",45,1,1,0,0,0,0,0,0,1,27,0,6,0,0,0,"21/3/2001 0:00:00",34
"88004",1999,27,"Set lines (bottom)",2,"51",45,186,9,0,0,0,0,0,0,1,0,0,0,0,0,0,"21/3/2001 0:00:00",1
"88005",1999,27,"Set lines (bottom)",2,"51",45,120,9,0,0,0,0,0,5,2,0,0,0,0,0,0,"21/3/2001 0:00:00",7
"88006",1999,27,"Set lines (bottom)",2,"51",45,186,1,0,0,0,0,1,7,4,0,0,0,0,0,0,"21/3/2001 0:00:00",12
"88007",1999,27,"Set lines (bottom)",2,"51",45,144,1,0,0,0,0,0,2,1,0,0,0,0,0,0,"21/3/2001 0:00:00",3
"88008",1999,27,"Set lines (bottom)",2,"51",45,129,1,0,0,0,0,0,0,2,0,0,0,0,0,0,"21/3/2001 0:00:00",2
"88009",1999,27,"Set lines (bottom)",2,"51",45,120,1,0,0,1,0,4,24,8,0,0,0,0,0,0,"21/3/2001 0:00:00",37
"88010",1999,27,"Set lines (bottom)",3,"51",45,3,1,0,11,0,4,12,0,0,0,0,0,0,9,0,"21/3/2001 0:00:00",36
"88011",1999,27,"Set lines (bottom)",2,"51",45,101,1,0,0,0,0,0,6,2,0,0,0,0,0,0,"21/3/2001 0:00:00",8
"88012",1999,27,"Set lines (bottom)",2,"51",45,101,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"21/3/2001 0:00:00",1
"88013",1999,27,"Set lines (bottom)",2,"51",45,2,1,0,0,1,2,14,65,33,2,0,0,0,0,0,"21/3/2001 0:00:00",117
"88014",1999,27,"Set lines (bottom)",2,"51",45,1,1,0,0,3,13,199,607,272,6,0,0,0,0,0,"21/3/2001 0:00:00",1100
"88015",1999,27,"Set lines (bottom)",2,"51",45,188,9,0,0,0,0,0,0,0,1,1,1,1,0,0,"21/3/2001 0:00:00",4
"88016",1999,27,"Set lines (bottom)",2,"51",45,101,9,0,0,0,0,0,0,0,4,15,11,12,0,0,"21/3/2001 0:00:00",42
"88017",1999,27,"Set lines (bottom)",2,"51",45,101,1,0,0,0,0,0,0,0,3,0,0,0,0,0,"21/3/2001 0:00:00",3
"88018",1999,27,"Set lines (bottom)",2,"51",45,3,1,0,0,0,0,0,0,2,6,0,0,0,0,0,"21/3/2001 0:00:00",8
"88020",1999,27,"Set lines (bottom)",2,"51",45,102,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"21/3/2001 0:00:00",1
"88023",1999,27,"Set lines (bottom)",3,"51",45,186,9,0,0,0,4,0,0,0,0,0,0,0,0,0,"21/3/2001 0:00:00",4
"88024",1999,27,"Set lines (bottom)",3,"51",45,120,9,0,0,0,2,0,0,0,0,0,0,0,0,0,"21/3/2001 0:00:00",2
"88025",1999,27,"Set lines (bottom)",3,"51",45,101,9,0,0,0,8,0,0,0,0,0,0,0,1,0,"21/3/2001 0:00:00",9
"88029",1999,27,"Set lines (bottom)",2,"51",45,2,1,0,0,0,0,0,0,1,5,0,1,0,0,0,"21/3/2001 0:00:00",7
"88031",1999,27,"Set lines (bottom)",2,"51",45,3,1,0,0,0,0,0,0,1,7,0,2,0,0,0,"21/3/2001 0:00:00",10
"88037",1999,27,"Set lines (bottom)",2,"51",45,186,1,0,0,0,0,0,0,1,3,0,3,0,0,0,"21/3/2001 0:00:00",7
"88038",1999,27,"Set lines (bottom)",2,"51",45,144,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"21/3/2001 0:00:00",1
"88039",1999,27,"Set lines (bottom)",3,"51",45,2,1,0,7,0,3,11,0,0,0,0,0,0,8,0,"21/3/2001 0:00:00",29
"88041",1999,27,"bottom otter trawl",2,"yellowtail flounder",46,105,1,0,1,1,3,1,10,1,0,0,0,0,5,4,"21/3/2001 0:00:00",26
"88042",1999,27,"bottom otter trawl",3,"yellowtail flounder",46,102,1,0,0,0,0,0,0,0,1,1,0,0,0,0,"21/3/2001 0:00:00",2
"88043",1999,27,"bottom otter trawl",3,"yellowtail flounder",46,3,1,0,0,0,0,13,18,0,7,7,2,0,0,0,"21/3/2001 0:00:00",47
"88044",1999,27,"bottom otter trawl",3,"yellowtail flounder",46,2,1,0,0,0,0,10,15,0,6,7,2,0,0,0,"21/3/2001 0:00:00",40
"88045",1999,27,"bottom otter trawl",3,"yellowtail flounder",46,1,1,0,0,0,0,105,143,0,59,64,19,0,0,0,"21/3/2001 0:00:00",390
"88046",1999,27,"bottom otter trawl",2,"yellowtail flounder",46,202,9,0,0,0,0,0,0,0,0,1,0,0,0,0,"21/3/2001 0:00:00",1
"88047",1999,27,"bottom otter trawl",2,"yellowtail flounder",46,104,9,0,0,5,9,14,10,5,0,5,0,12,32,0,"21/3/2001 0:00:00",92
"88048",1999,27,"bottom otter trawl",2,"yellowtail flounder",46,302,1,0,0,0,1,1,3,0,0,0,0,0,0,1,"21/3/2001 0:00:00",6
"88050",1999,27,"bottom otter trawl",2,"yellowtail flounder",46,114,1,0,0,1,1,0,1,1,0,0,0,0,0,1,"21/3/2001 0:00:00",5
"88051",1999,27,"bottom otter trawl",3,"yellowtail flounder",46,132,1,0,0,0,0,2,1,0,0,0,0,0,0,0,"21/3/2001 0:00:00",3
"88052",1999,27,"bottom otter trawl",2,"yellowtail flounder",46,104,1,0,133,262,91,59,430,203,76,57,364,428,312,481,"21/3/2001 0:00:00",2896
"88053",1999,27,"bottom otter trawl",2,"yellowtail flounder",46,103,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"21/3/2001 0:00:00",1
"88054",1999,27,"bottom otter trawl",2,"yellowtail flounder",46,3,1,0,44,75,49,16,85,41,23,20,84,108,65,70,"21/3/2001 0:00:00",680
"88055",1999,27,"bottom otter trawl",2,"yellowtail flounder",46,2,1,0,42,69,48,16,82,40,23,20,81,99,59,65,"21/3/2001 0:00:00",644
"88056",1999,27,"bottom otter trawl",2,"yellowtail flounder",46,1,1,0,520,882,640,225,975,502,320,192,816,1222,756,684,"21/3/2001 0:00:00",7734
"88058",1999,27,"Set lines (bottom)",4,"51",45,144,9,0,0,0,0,0,0,0,0,0,1,0,0,0,"21/3/2001 0:00:00",1
"88059",1999,27,"bottom otter trawl",2,"yellowtail flounder",46,202,1,0,0,0,1,0,4,6,8,1,1,2,2,0,"21/3/2001 0:00:00",25
"88060",1999,27,"bottom otter trawl",3,"yellowtail flounder",46,104,1,0,44,116,24,10,319,46,0,5,271,244,144,310,"21/3/2001 0:00:00",1533
"88061",1999,27,"Set lines (bottom)",2,"51",46,452,1,0,0,0,2,1,8,2,1,0,0,0,0,0,"21/3/2001 0:00:00",14
"88065",1999,27,"bottom otter trawl",3,"yellowtail flounder",46,104,9,0,0,0,0,0,5,0,0,0,10,0,0,0,"21/3/2001 0:00:00",15
"88066",1999,27,"bottom otter trawl",3,"yellowtail flounder",46,452,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"21/3/2001 0:00:00",1
"88067",1999,27,"bottom otter trawl",3,"yellowtail flounder",46,302,1,0,0,0,0,0,4,0,0,0,0,0,0,0,"21/3/2001 0:00:00",4
"88068",1999,27,"bottom otter trawl",3,"yellowtail flounder",46,103,1,0,0,0,0,50,91,0,47,39,6,0,0,0,"21/3/2001 0:00:00",233
"88069",1999,27,"bottom otter trawl",3,"yellowtail flounder",46,105,1,0,1,1,0,0,3,1,0,0,2,1,1,2,"21/3/2001 0:00:00",12
"88070",1999,27,"bottom otter trawl",3,"yellowtail flounder",46,106,1,0,0,0,0,4,4,0,0,1,0,0,0,0,"21/3/2001 0:00:00",9
"88071",1999,27,"bottom otter trawl",3,"yellowtail flounder",46,3,1,0,14,32,17,4,48,13,0,3,52,48,25,37,"21/3/2001 0:00:00",293
"88072",1999,27,"bottom otter trawl",3,"yellowtail flounder",46,2,1,0,14,29,14,3,45,12,0,3,48,43,23,35,"21/3/2001 0:00:00",269
"88073",1999,27,"bottom otter trawl",3,"yellowtail flounder",46,1,1,0,170,402,212,46,588,162,0,28,572,631,291,396,"21/3/2001 0:00:00",3498
"88074",1999,27,"bottom otter trawl",3,"yellowtail flounder",46,106,9,0,0,0,0,0,2,0,2,0,0,0,0,0,"21/3/2001 0:00:00",4
"88075",1999,27,"bottom otter trawl",3,"yellowtail flounder",46,103,9,0,0,0,0,0,38,0,22,0,0,0,0,0,"21/3/2001 0:00:00",60
"88076",1999,27,"bottom otter trawl",3,"yellowtail flounder",46,102,9,0,0,0,0,0,0,0,1,0,0,0,0,0,"21/3/2001 0:00:00",1
"88077",1999,27,"bottom otter trawl",3,"yellowtail flounder",46,186,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"21/3/2001 0:00:00",1
"88079",1999,27,"bottom otter trawl",3,"yellowtail flounder",46,202,1,0,0,0,0,0,1,0,0,0,2,2,0,0,"21/3/2001 0:00:00",5
"88139",1999,27,"Set lines (bottom)",2,"51",46,144,1,0,0,2,6,2,2,3,8,7,2,0,0,0,"21/3/2001 0:00:00",32
"88273",1999,27,"Set lines (bottom)",3,"51",46,120,1,0,5,35,10,1,0,0,0,0,0,0,1,0,"21/3/2001 0:00:00",52
"88277",1999,27,"Set lines (bottom)",3,"51",46,186,9,0,1,0,0,0,0,0,0,0,0,0,0,0,"21/3/2001 0:00:00",1
"88278",1999,27,"Set lines (bottom)",3,"51",46,144,9,0,1,1,0,0,0,0,0,0,0,0,0,0,"21/3/2001 0:00:00",2
"88279",1999,27,"Set lines (bottom)",3,"51",46,120,9,0,10,7,1,0,0,0,0,0,0,0,1,0,"21/3/2001 0:00:00",19
"88280",1999,27,"Set lines (bottom)",3,"51",46,101,9,0,0,0,0,0,0,0,0,0,0,0,1,0,"21/3/2001 0:00:00",1
"88282",1999,27,"Set lines (bottom)",3,"51",46,144,1,0,0,1,6,0,0,0,0,0,0,0,1,0,"21/3/2001 0:00:00",8
"88284",1999,27,"Set lines (bottom)",3,"51",46,3,1,0,10,34,31,3,0,0,0,0,0,3,6,0,"21/3/2001 0:00:00",87
"88285",1999,27,"Set lines (bottom)",3,"51",46,2,1,0,8,27,19,2,0,0,0,0,0,2,6,0,"21/3/2001 0:00:00",64
"88286",1999,27,"Set lines (bottom)",3,"51",46,1,1,0,92,363,156,24,0,0,0,0,0,10,29,0,"21/3/2001 0:00:00",674
"88287",1999,27,"Set lines (bottom)",2,"51",46,462,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"21/3/2001 0:00:00",1
"88288",1999,27,"Set lines (bottom)",2,"51",46,452,1,0,0,0,0,3,0,5,0,0,0,0,0,0,"21/3/2001 0:00:00",8
